F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
128.52,-2.16,11.94,5.91,-17.8,-866.28,166.02,Rest,4,821.1,-388.23,6,-1002.12,-19.46,Very low,29659.92,3685.93
0.6,3.24,37.24,0.93,-8.08,-829.08,216.74,Rest,6,2697.96,-480.72,6,-2774.52,-18.28,Medium,29689.62,3785.83
0.02,-3.01,1.04,5.85,-9.82,-626.1,217.26,Rest,7,377.07,-315.12,14,-1553.08,-20.24,Very high,14523.75,3687.89
2.81,-2.4,6.38,9.14,-7.74,-727.53,134.96,USA,7,1421.85,-581.49,10,-2040.26,-20.05,Very low,13265.07,1251
10.99,-1.78,14.66,11.33,-0.78,-853.71,161.84,Europe,2,2291.85,-245.82,10,-2669.5,-16.9,Low,10392.69,598.77
1.8,-5.09,17.08,5.64,-14.78,-821.31,217.94,UK,4,1731.03,-310.47,10,-3149.2,-21.4,High,22132.11,2444.47
0.2,3.45,2.6,0.61,-19.8,-956.49,121.06,Europe,5,-602.25,-288.93,2,-2230.14,-14.18,Low,29086.32,367.03
0.18,-1.19,8.34,1.22,-13.44,-784.35,65.02,USA,5,2612.43,-262.83,8,-1624.58,-25.06,Very high,26950.32,281.89
0.46,5.69,5.36,2.79,-5.42,-799.77,103.64,USA,4,1870.47,-373.47,6,-2742.02,-18.15,High,31309.41,0
20.74,2.6,7.4,2.97,-7.82,-626.19,189.88,UK,5,1746.36,-341.37,12,-1830.08,-20.99,Medium,22637.94,1310
3.04,-0.81,4.92,2.94,-12.86,-1132.62,149.5,Rest,4,1317.27,-238.17,4,-2300.08,-19.55,Very high,4773.63,2115.33
227.89,-0.29,0.58,3.28,-4.84,-876.9,53.6,UK,6,2126.22,-189.36,12,-2188.92,-22.03,High,69272.1,0
12.8,3.95,17.28,5.62,-13.06,-639.9,27.52,Europe,3,362.34,-390.66,10,-1032.78,-16.44,Medium,26508.45,753.15
0.23,0.65,3.74,6.75,-9.46,-822.39,148.66,UK,4,1873.92,-411.93,2,-1745.76,-15.13,Low,44747.22,1975.59
1.35,-4.33,8.36,3.55,-6.98,-946.02,34.26,USA,6,1988.58,-335.73,6,-1990.58,-15.98,Low,30499.83,47.55
0.24,0.15,3.18,4.58,-13.16,-663.03,171.34,Europe,5,354.84,-395.79,14,-2237.16,-11.88,High,48724.59,428.62
8.16,2.62,8.14,3.85,-3.32,-573.87,112.58,UK,7,758.22,-401.07,16,-1606.02,-19.18,Medium,23104.53,1203.67
0.12,5.04,1.02,2.33,-8.72,-744.9,48.7,Rest,7,1452.84,-524.73,6,-2045.66,-19.63,Very high,18815.46,246
0.64,0.94,4.8,6.74,-16.34,-658.68,164.3,Rest,3,1081.56,-292.59,10,-3046.76,-23.62,Very high,28190.01,1082.19
0.07,0.93,10,1.41,-8.64,-850.95,122.18,USA,2,1103.07,-307.32,12,-1546.44,-16.08,High,7385.97,511.83
1.73,2.02,3.7,9.74,-17.22,-852.33,182.94,USA,4,744.3,-369.18,10,-2181.24,-15.17,Very low,4662.21,1230.7
1.01,-5.06,1.16,1.29,-8.82,-516.39,145.82,UK,4,605.55,-483.6,8,-1815.84,-20.53,Medium,15458.67,182.33
0.09,-5.35,11.88,0.98,-16.56,-1018.59,124.4,Rest,2,2291.1,-341.31,12,-2296.5,-19.35,Medium,12948.18,0
0.17,-0.54,0.8,5.7,-13.3,-809.79,-5.36,Europe,5,450.93,-472.68,12,-2282.82,-21.11,Low,25446.72,0
0.25,-2.01,7.3,2.89,-6.38,-679.62,103.24,USA,5,2630.4,-279.27,10,-1874.66,-25.44,Very low,34629.12,0
0.01,-0.17,5.68,11.67,-13.22,-797.1,160.04,Europe,2,-436.62,-439.62,14,-1859.12,-20.94,Very high,43561.38,1303.57
22.76,6.02,7.74,1.14,-12.1,-807.21,182.34,USA,5,3641.22,-373.26,4,-587.84,-19.07,Medium,27005.01,1409.13
14.56,2.21,5.6,4.53,-8.54,-753.63,112.86,USA,1,1703.37,-25.53,6,-2282.82,-18.95,High,25277.46,166.79
0.04,-1.06,2.68,6.97,1.06,-919.83,204.32,Europe,3,1301.37,-325.32,6,-2227.68,-1.74,Very high,13024.77,933.86
0.57,-1.18,2.74,5.51,-1.44,-1144.65,26.9,USA,7,2369.46,-272.28,4,-2312.52,-19.8,Very low,15427.98,0
1.48,0.05,5.8,1.43,-3.48,-831.54,80.76,USA,4,1396.5,-381.6,10,-2898.92,-20.97,Very high,19635.63,0
30.41,1.33,3.52,10.8,2.46,-781.56,137.44,Europe,3,1632.72,-383.43,6,-1969.1,-21.74,High,-2481.03,810.4
1.95,-5.34,20.94,2.1,4.26,-681.69,86.1,UK,6,789.12,-536.67,10,-2895.58,-14.06,Low,4750.17,932.19
8.53,-4.85,9.72,6.04,-5.36,-789.24,147.3,UK,4,945.24,-202.05,10,-2181.64,-19.2,High,18345.69,2117.32
0,3.6,11.08,4.96,-3.86,-826.68,145.16,Rest,5,1678.2,-322.47,4,-2626.56,-18.71,Very low,9777.87,1679.11
47.58,4.24,4.34,1.29,-6.2,-743.82,100.86,Europe,2,1324.17,-292.95,4,-3258.3,-21.96,Very high,11498.91,0
14.59,2.39,5.64,1.8,-13.94,-648.99,147.66,Europe,2,1977.48,-252.69,4,-2099.64,-24.14,High,34446.69,186.33
0,2.65,5.18,7.7,-16.02,-720.51,96.16,Europe,6,1231.83,-145.29,4,-2370.7,-15.59,High,33507.81,756.11
1.26,4.35,1.98,5.42,-22.14,-799.59,141.66,Rest,3,184.29,-332.85,4,-1910.4,-22.41,High,26972.07,2888.44
0.13,1.33,7.14,5.96,-16.36,-816.42,288.88,Europe,2,603.48,-360.63,14,-1805.42,-20.92,High,1804.11,1265.23
0.1,2.1,3.64,3.47,-21.06,-897.9,167.14,UK,4,1903.65,-370.29,6,-2578.7,-16.23,High,14414.13,482.89
765.29,0.24,12.54,0.12,-11.44,-640.41,142.2,UK,2,354.51,-112.98,6,-2748.82,-21.27,Very high,21098.52,1022.1
4.87,-1.54,13.14,6.48,-3.48,-824.16,156.2,UK,3,922.98,-460.68,8,-2412.3,-16.07,High,18362.07,2438.09
6.07,-4.75,2.8,2.69,-0.6,-865.56,162.32,USA,5,221.49,-260.4,12,-2141.34,-21.3,Low,25031.1,430.12
68.76,-1.76,4.24,3.68,-5.84,-1033.47,138.6,UK,3,2487.12,-319.68,8,-2767.42,-17.7,Very high,20216.28,0
0.28,3.32,10.48,2.92,-9,-858.39,108.64,Rest,3,1447.65,-341.16,8,-2261.86,-18.76,Very high,5296.5,1031.12
5.77,1.25,4.1,1.96,-11.98,-920.67,213.2,USA,4,809.52,-472.41,6,-956.38,-27.5,Medium,24716.94,1868.61
0.81,-3.16,20.3,4.94,-11.54,-871.11,151.7,Rest,2,-228.63,-250.86,2,-2017.56,-17.37,Very low,37213.32,3727.63
0.65,0.39,1.36,5.72,-7.64,-1139.31,139.52,UK,3,1971.24,-300.36,8,-2272.92,-22.98,Very high,30445.95,307.93
60.4,-0.36,17.4,4.96,-13.6,-873.93,49.6,USA,4,2143.62,-374.4,4,-1079.5,-13.53,Very low,11488.86,1184.05
0.33,-3.99,6.78,0.94,-3.06,-868.68,234.76,USA,4,964.86,-223.5,12,-2582.82,-15.48,Very low,40562.67,309.24
1.85,-0.3,4.52,8.29,1.12,-755.79,165.86,USA,5,1590.96,-96.24,4,-1873.24,-18.69,Low,32243.16,1660.16
1.66,-3.36,0.74,2.38,-12.02,-837.48,54.06,UK,4,60.27,-509.67,12,-1354.04,-23.19,Very low,28003.77,0
0.97,3.4,3.42,1.64,-11.64,-934.89,112.68,USA,3,1111.08,-259.98,8,-1625.98,-19.35,High,26469.42,353.38
0.07,1,21.48,3.11,-10.76,-812.25,149.64,Europe,8,646.02,-197.67,2,-2069.1,-20.65,Very high,28374.42,2438.66
0.84,2.95,8.56,7.73,-2.18,-842.19,92.22,USA,3,2374.74,-413.82,6,-2752.68,-21.8,Very high,30094.02,621.94
1.36,1.11,4.88,3.03,-14.12,-832.32,127.7,USA,3,1231.08,-119.13,4,-955.92,-19.99,Medium,19239.12,1248.35
1.05,3.39,7.9,0.8,-11.2,-1051.68,79.3,Europe,3,726.45,-364.74,2,-1554.42,-22.74,Very high,11788.05,541.42
227.67,2.56,3,5.79,-3,-842.46,130.48,USA,2,1272.69,-317.31,10,-2367.06,-20.18,High,11160.33,183.01
0.01,0.58,18.72,3.49,-13.92,-749.91,84.8,UK,3,758.88,-311.4,8,-2503.42,-18.73,Very low,16025.04,543.83
0.02,6.21,5.4,3.4,-11.72,-803.91,63.34,USA,6,1613.04,-185.52,10,-1817.64,-19.31,Medium,47336.19,172.5
0.67,0.39,4.58,1.39,-13.18,-800.07,87.02,UK,2,971.76,-400.08,4,-2346.5,-24.01,Medium,38260.2,0
0.26,0.53,36.44,0.57,-14.12,-960.6,25.84,USA,4,2693.97,-331.05,6,-2609.84,-23.45,Low,33892.71,823.58
0.02,-2.74,8.18,2.47,-16.12,-842.4,106.34,Europe,3,1288.89,-281.58,10,-3196.76,-16.25,Very low,31612.17,0
1.03,-0.84,7.1,5.24,-10.3,-825.21,141.88,UK,3,875.73,-366.06,10,-2662.22,-16.14,Very low,26923.26,0
28.76,-1.61,11.5,6.91,-9.94,-979.83,88.4,UK,2,1214.31,-231.69,6,-2232.2,-23.25,Very low,29039.28,338.04
0.85,0.87,2.64,4.86,-9.72,-667.8,72.5,UK,6,1043.91,-324.3,12,-2466.98,-22.34,Low,30373.89,0
1.21,-2.41,9.66,3.24,-11.26,-764.58,143.06,Rest,4,301.92,-354.42,6,-2419.28,-15.52,Very low,24742.83,1290.43
0,2.2,5.06,4.06,-11.84,-860.49,249.98,UK,2,2098.17,-295.35,4,-3125.6,-17.49,Medium,27364.89,952.17
1.28,-2.74,1.3,3.43,-4.62,-795,105.5,Rest,3,2349.69,-271.02,8,-1800.08,-19.81,Very low,15460.08,0
0.5,2.53,16.92,3.94,1.72,-764.4,191.02,Europe,3,1494.39,-315.15,8,-2720.54,-18.64,Low,35709.12,592.43
11.16,3.82,9.78,5.21,-5.84,-762.75,97.46,USA,6,812.4,-307.92,10,-1727.76,-26.93,Medium,19485.78,1266.99
4.87,5.61,2.16,3.57,0.54,-758.13,117.98,Rest,2,1195.74,-361.35,4,-1743.56,-19.82,High,22770.96,780.56
2.83,4.08,2,4.39,-12.16,-770.88,126.88,UK,5,2137.5,-496.62,10,-1956.84,-15.57,Very high,21188.49,376.83
0.34,1.19,6.3,1.17,-8.7,-814.29,147.88,UK,7,1206.45,-349.65,10,-2617.02,-21.02,High,26001.9,591.06
12.86,4.73,4.2,3.32,-12.38,-880.11,211.38,Europe,4,2626.23,-291.3,8,-2912.74,-13.72,High,26034.03,148.54
0.03,-0.58,4.72,7.18,-0.06,-741,-45.76,Europe,5,139.77,-384.81,12,-1964.3,-22.98,Low,22718.97,0
1.27,-5.89,8.6,1.64,-17.78,-1054.08,134.46,UK,5,956.28,-320.91,12,-2571.26,-25.64,Very high,17579.28,492.5
318.98,0.75,9.64,4.27,2.46,-821.31,73.9,Rest,2,1676.85,-343.65,6,-1623.48,-18.71,High,27253.95,831.68
49.59,0.47,7.14,5.37,-11.68,-930.03,120.88,UK,4,875.25,-305.82,6,-2313.3,-15.9,Medium,36369.51,1327.09
198.12,0.75,13.92,2.75,6.28,-791.1,60.64,Europe,8,1296.24,-300,6,-2743.36,-20.43,Medium,33699.96,355.64
1.01,-2.44,23.5,2.27,-6.5,-852.45,190.22,Europe,6,1056.75,-381.63,8,-2592.06,-21.69,Low,36044.94,1241.64
3.42,-4.45,9.08,4.08,-16.38,-807.93,185.72,Europe,0,764.97,-468.99,6,-2013.66,-25.49,Low,24898.2,442.63
1.46,0.07,2.38,5.52,-15.08,-633.9,74.02,Rest,0,349.41,-275.79,8,-1677.72,-22.55,Very low,24151.29,0
2.19,-3.51,1,2.65,-5.52,-868.68,48.66,Europe,9,1182.93,-336.33,6,-2520.64,-19.13,Very high,29610.12,173.96
79.27,-0.46,2.12,0.99,6.34,-758.91,192.9,Europe,6,741.03,-105.66,6,-745.9,-21.23,Very high,32128.83,1340.44
0.03,1.48,6.94,5.37,-13.32,-823.71,186.82,UK,6,2609.4,-255.42,12,-1409.78,-19.05,High,33432.36,2308.87
0.5,-7.86,16.74,0.69,-4.5,-631.23,110.36,USA,5,586.53,-266.91,6,-1703.4,-17.21,Low,42795.51,1398.87
0.58,-3.79,2.3,3.23,-9.06,-851.07,111.54,UK,4,3698.1,-403.38,6,-2319.36,-20.42,Very high,9481.68,0
3.25,0.67,9.3,5.79,-12.82,-668.16,188.64,Rest,3,1503.12,-341.64,4,-1595.66,-25.52,Very high,23894.1,3729.17
0.58,1.89,4.36,2.88,-6.7,-755.43,100.34,UK,6,2524.62,-330.09,12,-2114.9,-23.17,Very high,23910.27,0
0.02,2.78,1.7,8.66,-7.92,-878.7,191.68,Rest,5,2287.41,-393.99,14,-1635.4,-26.8,Very high,50071.68,2992.94
0.18,-0.1,13.68,6.09,-4.8,-821.1,72.86,UK,6,-26.85,-375,10,-1233.92,-20.52,Medium,27287.4,2733.96
0.01,0.01,3.86,0.79,-8.7,-941.67,113.56,Rest,4,1324.14,-494.64,4,-2472.96,-21.69,Very high,-13917,353.95
30.68,1.73,9.62,3.27,0.88,-1143.24,59.76,USA,3,725.01,-309.99,6,-2825.74,-22.26,Medium,18049.38,0
12.46,1.18,5.36,8.28,-9.84,-811.14,84.06,USA,4,2207.55,-400.77,14,-2083.98,-22.57,Very high,22085.4,351.24
545.33,1.78,2.6,2.34,-20.08,-790.11,155.06,Rest,1,-334.62,-372.12,12,-1572.62,-20.95,Medium,25927.08,392.95
6.59,-1.02,7.42,3.74,-3.06,-869.64,6.22,UK,6,1725.42,-322.59,8,-2204.06,-20.18,Very low,41930.25,0
54.4,-2.74,5.56,1.44,-5.66,-1068.87,125.74,UK,2,-341.28,-394.56,6,-2479.66,-21.69,Very high,-2928.75,809.88
1.52,-1.55,6.54,1.95,-19.32,-660.27,153.48,Europe,2,1686.78,-281.37,6,-1537.42,-20.98,Medium,57703.38,300.75
0.04,-0.19,8.68,0.86,-3.68,-819.69,121.82,USA,5,1902.81,-426.12,8,-1908.68,-18.91,Low,23564.04,255.35
4.17,-2.61,9.44,1.62,2.16,-799.95,221.08,UK,3,-323.07,-250.02,10,-3388.16,-25.33,Medium,36178.17,929.99
27474.53,0.09,20.6,3.3,-1.36,-1022.37,154.14,UK,6,1688.67,-345.72,8,-2192.92,-20.84,Very low,59831.94,2277.7
0.1,-1.75,5.86,6.92,-3.38,-967.8,129.82,Rest,4,2510.13,-401.25,8,-2154.28,-22.45,High,34824.12,1172.01
0.19,0.41,3.32,0.92,-15.02,-835.53,117.8,UK,2,486.42,-309.66,14,-2167.54,-29.99,Very low,64702.71,0
58.58,-1.44,9.94,8.42,-3.6,-771.57,210.78,USA,7,1483.62,-344.07,12,-1914.34,-20.26,Medium,13542.93,2288.95
0.11,3.69,3.5,5.15,-10.44,-922.38,143.8,Europe,4,1181.67,-234.81,6,-1285.88,-20.3,High,-1123.44,845.63
0.34,-0.8,8.3,8.46,-4.74,-777.06,54.02,Rest,5,348.09,-248.91,6,-1207.28,-21.99,High,39329.04,3635.12
0.16,0.08,3.72,2.56,-10.22,-799.8,95.42,UK,4,606.63,-410.85,4,-2340.86,-19.89,Medium,33095.34,54.61
0.93,-7.03,11.58,0.45,-4.34,-757.62,183.8,UK,5,1659.78,-258.51,14,-2311.06,-19.92,Very high,28731.57,1096.66
0.03,2.17,8.22,14.19,-8.88,-765.12,95.46,Rest,7,1947.15,-193.44,8,-2618.92,-23.04,High,31725.78,3574.75
56.93,-1.37,3.18,7.04,-9.36,-728.7,183.7,Europe,3,912.69,-326.64,2,-2017.94,-21.23,High,19697.37,1081.64
0.02,-2.29,16.04,2.4,0.3,-881.07,164.58,Rest,2,-273.75,-479.85,6,-1912.14,-17.49,Low,30526.35,3439.87
24.31,1.13,8.46,5.33,-9.72,-825.75,114.32,Rest,3,695.19,-153.15,6,-2057.96,-13.74,High,69349.74,2473.75
1.06,1.05,13.7,2.39,1.42,-1108.38,137.6,Rest,2,1360.74,-449.82,4,-2974.08,-29.45,Very low,22585.59,120.67
39.25,-1.64,2.12,7.45,-12.26,-900.42,121.52,Europe,3,716.16,-408.42,4,-3032.14,-26.16,Medium,37818.39,204.91
0.31,-0.76,3.66,4.54,-11.16,-804.75,188.26,Europe,6,1449.69,-316.8,14,-2574.6,-16.49,High,27166.41,306.95
0.15,4.14,2.9,2.23,-0.5,-601.95,153.68,Europe,3,474.57,-368.22,14,-2097.1,-19.56,High,15886.38,94.21
